ID	Tweet	차원에 영향을	강도 클래스
2017-JA-30151	# 영토 지역 내용 : 나는 빨리 당신을 만족시킵니다; 우리의 모든 날에 기뻐하십시오. #Ps 90:14 #gladness # joy	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30250	나는 큰 변경이 필요합니다! 나는 그것에 대해기도, 나는 그것을받을 자격이 있다고 생각 # positivity	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-30106	그냥 # 효율적인 # 위대한 #smiling 서비스 @AppleBelgique 저장소를 가지고 있었다. 고객 서비스가 무엇인지를 다시 정의 할 준비가 인상적인 천재의 팀!	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-31408	항상 어딘가에서 상처 ..... 항상 피곤합니다 .... 당신은 언제 분주합니까?	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-31402	Nawaz Sharif는 파키스탄은 테러와 피해자의 피해를 받고 있다고 생각합니다. Pak의 ABT 개발에 대해 말했다. 놀라운 그의 웃음의 제어 방법	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30968	미소를 유지하십시오 :)	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30391	지금 내가 느끼고있는 것을 묘사 할 수 없습니다. 나는 걱정하고 있습니다 만, 걱정하고 있습니다. 매일 기다릴만한 가치가있는 것 같습니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-31379	당신의 새로운 쇼는 @driverminnie을	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-31058	@ ReginalTSquirge 당신은 활과 화살을 추가 할 수 있도록합니다. \ n 종 또는 종 기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30766	GEN & amp; OBC보다 비용이 소요되지만 예약을 반대하지 않습니다. 나는 그것을 지원하고 있습니다. 비용은 최소화 할 수 있습니다. #bright fut @ PMOIndia	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30401	@kana_blender #lively # musically & nbsp;에 의해이 놀라운 live.ly 방송을보세요. 기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-31514	그대로 죽어 & amp; 내가 @adrian_ver의 트위터에 잡을 때 살아있다. 당신이 그를 따르지 않는다면 당신의 인생은 기본입니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31439	테일러 로우토나을 항상 차갑게시키는 아이러니와 기쁨 내게는 모릅니다. 하나님, 나는이 쇼를 잊으셨습니까 😂 # ScreamQueens	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31090	그리고 여자 당신의 향수를 사랑 해요. 당신은 뭔가가 있나요?	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30306	즐거운 놀라움을 가지고 있기 때문에 우회로를 즐겨보세요. #lifequote # delight	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30014	당신이 당신의 # 유리를 잃은 후 @ black_ishABC을보고있는 동안, 당신은 내게 😂😂을 가지고 왔습니다! 그것은 # 재미 있었다! @ mrbabyboogaloo	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30892	Sioux Valley 점수 158 홈 경쟁에 승리. ... Dell Rapids 138	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30740	#OneSimpleChange : 청량 음료 대신 발포성 물을 마시고, 과당을 제거하면서도 상쾌한 탄산 화 킥을 얻는다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30870	@ Communism_Kills 나는 지하철의 융해를 취득하고 그것은 단지 풍성한 이탈리아 빵이라고 확인하십시오 ... 검은 올리브 필요합니다	기쁨	0 : 기쁨 은 추측 할 수없는
2017-En-31121	나는 여전히 웃고있다 '암컷은 내 베개를 잡은'라인 # kurt	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30286	당신은 승리의 상쾌감을 느낄 수 있도록 도전을 받아들입니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30199	당신의 인생의 시간에 적어도 한 번 뱅크 U 클래스를 나중에 좋은 마크를 되돌아 보면, 당신은 행복은 안되지만, 추억 ~ APJ	기쁨	2 : 중간 기쁨이 추측 할 수
2017-ja-30805	@Onision @Eugenia_Cooney는 자신을 포함 Onision 좋아하는 사랑하는 팬에 불편을 느끼게합니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31419	마지막으로 모든 괄호를 붙여주세요. 나는 미소를 멈출 수 없습니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-20823	정말 멜과 고소가 싫어요. 그들은 그들이 명랑하고 그들은 끔찍한 생각한다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30359	도서관을 어슬렁 거리는 시간 - 오늘 아침 수집하는 멋진 책 예약이 있습니다. #books # reading	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-31401	뽀세티노는 부양하고있다. 그의 젊은 선수에 대해서는 무료. 그러나 이제 우리의 관심은 미들즈브러로 변해 있습니다. #THFC @ BBCLondonSport	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31527	@enews #breezy 그것을 만하다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30438	@AQpk은 기대 이상으로 나쁘고, 재미있었습니다. 아무도 기억하지 않는다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-31034	저를 다시 요리하는 여자 친구. 그녀가 내 도움을 필요로하고 있는지 모릅니다 😂😂 # girlfriends	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30661	@_Kdddd는 1133 맑은 날에 조금 떨어 뜨립니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30266	@KWAYNTjoia은 상쾌합니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-31040	#smile 수천 단어를 의미 할 수 있지만, # 개의 문제를 숨길 수 있습니다. #Fact # TeamFollowBack	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30911	레이스는 개인의 여분의 성과에 의해서만 진행합니다. 당신은 개인입니다. - 찰스 타운 \ n # 낙관적 # inspire	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30452	* ZETH의 목소리 * : 대상을 두드려 \ n (향해 환호 수건을 유지)	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30193	youtube에서 일부 코미디를 시도하는 것을 생각하고있다. 항상 좋아했다. 너트 업 시간. #laughter #comedy # maybeoneday # 잘하면 # LOL	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-31052	새로운 @sayswhopodcast에서 @ jtkantor의 오르간을 들으려고 할 때마다 나는 너무 웃어 버립니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30432	아무도 # 매리너스가 오늘 어떻게했는지 알고 있나요? 여기 분위기는 이상한 생각이 듭니다! 고기가 말하는대로 3 개중 2 개는 이기지 않으면 나쁘지 않습니다!	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-31238	음, 느낌이었습니다. 나는 당신이 2 시간 5m 스트레이트 거위 둥지를 가질 수 있는지 여부는 알 수 없습니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-30927	@ Langston_Hunter 그래, 재미이다. 기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-30493	@ buzzlightbeard2 당신이 자신을 사랑하지 않으면 ... 정직은 최선의 정책이다 #	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-31442 & nbsp;이 밤은 빛나고 있습니다. 당신은 그것을 놓지 않습니다. \ n 내가 생각한 것이라고 생각합니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30711	Facebook의 디자인은 MySpace의 전성기를 떠올리게되었습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30700	나는 레이첼에서 누군가에게 자신의 작품이 기둥임을 전하고있었습니다 만, 5 학년 소년이되고, 그는 혼란스러워하는 듯했습니다. 기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30569	활발한 브레이크는 완벽합니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-31381	@Ginger_Naylor * 코니가 돌아왔다 지요, 조금 분주 이지요.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30685	@ CNN & amp; @donlemon 기꺼이 #Charlotte 항의를해야한다. \ n # 노스 캐롤라이나	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31450	지금은 이해합니다 ... 만약 귀에 만족해야 ... 당신이 원하는 것은 없습니다! 나는 너무 피곤!	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30770	Unixware skydrive-cokie 왕성한 정확도는 온라인에서 비난하는 : HEpHXhO	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30688	스트레스를 웃고 :) :) :) :) :) :) :( : ((((((((((: (& nbsp; joy	0 : 기쁨은 가정 수 없습니다
2017-JA-31544	알리 쾌활하게 보입니다. 이것은 너무 힘들어요.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30393	지금, 우리는 결국 경기를 획득 한 것을 기쁘게 생각했다. 이 생명은	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30955	#terribledebatequestions 오늘 오후, 나는 매우 많은 웃음을주었습니다! 감사 Twitter! #hilarious # cleverpeople	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31147	나는 수탉에 U20 럭비 베팅을 포기했습니다! # nrl	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30410	#ukedchat A4 나가서 (지무호루에) 놀아주세요! \ n # 교육 # playful # 학습	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30124	@ArtyBagger 케이크의 유무에 관계없이, 당신의 멋진 얼굴은 항상 기쁨입니다 xx	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31425	@URClassless 나는 야한 배우가 약물 과다 복용으로 사망했다고 생각합니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30654	나는 이름의 브랜드 cheerios을 먹을 dat 개를 감행한다. 칸트는 관련이 있습니다. 나는 맛있는 O를 먹고	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31006	당신이 당신의 # 유리를 잃은 후 @ black_ishABC을보고있는 동안, 당신은 내게 을 가지고 왔습니다! 그것은 # 재미 있었다! @ mrbabyboogaloo	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30923	나는 NYC에 살고 있기 때문에 너무 행복 해요! 내일 보자 ..... @ SamHeughan @ Barbour	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30634	나는 퓨즈의 투쟁을보고 이상한 기쁨을 안고 있습니다. 기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30349	방학 동안의 현명한 이집트는 멋진 장소 멋진 경관 밝은 하늘, 좋은 날씨를 학생들에게 매우 저렴하고 합리적인 가격으로 제공하고 있습니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30144	Riggs 댐 엉덩이 지옥 lolol # 재미있는 # LethalWeapon	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-31385	Lunatic Asylum : 낙관론이 가장 번성 한 곳.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30651	@eachus 그는 논의하고 싶다고 생각합니다. 그것은 가끔 자부심과 창조적 인 BS - ing에 의해 모욕을 가볍게 유지합니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30496	같은 무거운 이틀 뒤인 @smoothkobra, 이것은 필요한 무게를 실어 주었다. 감사합니다,	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30040	@palmtreesarah @WorthingTheatre는 funsville 재미있는 사람보다 즐거운 것이었다 ..... 언제나처럼 기뻤다 .... 감사 ❤️	기쁨	3 : 높은 기쁨 추측 수
2017-ja-30727	12:01에 Tumblr는 감각적되었습니다. 1시 02 분, Tumblr 그것에 대해 gn 애니메이션 GIF를 게시했습니다. 12시 03 분, Tumblr이 발송되었습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-31503	실제로 조리 된 비트는 맛 보았습니다 ... 아니, OK, 조리 된 음식물의 비트는 몹시 맛있었습니다. 5/5 히라리티 1 / 5 맛, 0 / 5 섭취 안전합니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31373	@ JimRichMoriarty + 당신의 인생에있어! * 그는 외친다 * 놀라움 자랑! * 그의 입술에 악한 미소 명랑 불평합니다. *	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-31253	안녕하세요 루크 헤밍 스 \ n \ n \ n \ n \ n 만약 당신이 날 웃게 할 때마다 꽃이 있으면 정원이 있습니다. 날 따라와주세요? \ n \ n💐🌸💐 \ n 당신을 사랑합니다. x16,092	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-31389	@_wednesdaychild 나는 응원이 필요합니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30028	@ Singaholic121 안녕, 사랑! 가을 행복한 첫날. 멋진 #autumnmemories #annabailey을 만듭시다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-31568	@priny_baby happyppy happppyyyyyy happppppyyyyy haaapppyyyy 생일 베스트 프렌드 !! 많은 것을 사랑 💖💖💖💖💖💖💖🎉🎊 # chapter22 #bdaygirl # love	기쁨	3 : 높은 기쁨 추측 수
2017-ja-30872	@ hesham786 이것은 정신	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30429	늦게까지 턱을 본 후 팬더 제니스을 목격했다!	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30516	@ melsey6 오하이오 좋은 여자는 그녀가 명랑하다 싶으면	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-30804	때로는 뭔가가 TV에서 끔찍한 놈이야, 난 여전히 기회를 서 있다면, cuz을 포기하지 않도록 강화하기 위해 똥 TV를 본다. # optimism	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30595	기분 좋은	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30177	@BlueJayHunter 나는 가까운 장래 괜찮아요, 난 그냥 용감한 자면 멋진 순간의 오디오 편집을 정리하고자합니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-31211	@AiringOutMyScro \ n \ n '당신이 한 번 마시 러 가면, 우리는 볼 것이다. \ n \ n 장난기있는 윙크는 그에게 전달 된 소수의 -	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30301	@mrgummyking이 놀라운 live.ly 방송을 #lively # Musically	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30877	@airtelindia 내 광대역 청구서에 몇 가지 문제가 있습니다. 나는 airtel에 가입하기 전에 1 개월간 청구됩니다. # 재미	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31142	일단 토큰 남자와 함께 쇼를 보는 것은 어떻습니까! #GlasgowGirls는 시끄러운 기쁜 중요한 & amp; 분위기 @stratfordeast를 참조하십시오!	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30603	도표 1.0.7에서 나를 따르십시오 #love #TagsForLikes #TFLers #tweegram # photooftheday # 20likes # 놀라운 # smile # follow4follow # like4like #look ...	기쁨	0 : 기쁨 추측 할 수없는
2017-JA-30168	@followAdamA 최근 짹짹을보고,이 하나는 훌륭합니다. # 전체 # 스피치리스 # deal	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-31494	아이의 인생을 즐겁게하는 조금 밖에 걸리지 않는 이유는 우리는 그들의 생명을 해칠 정도로 열심히 일합니까? @MiddleEastEye 피스	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30978	#redwine과	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30367	@ 샘 비른 멋진! 나는 그들 중 일부를 가지고 내가 그들을 둘 수는 없어, 난 그것을 할 필요가 있습니다. 또한 나는 바보 각도에 투표하고 아무도 판단하지 않습니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30932	V & amp; A 신발 #Brexit의 효과를두고있다 Martin Roth : 밝고 재능있는 외국인은 환영 않고 영국을 떠나 # c4news	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31250	Ryan Murphy는 #AHS과 #glee 모두를 어떻게 만들었나요? \ n 다른	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30368	@portinglifecan 나는 팩 또는 연중에 다운 베스트 또는 스웨터를 유지! 쌀쌀한 아침과 차가운 산에서 도와드립니다! # mysportinglife	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-30378	@RobRiggle @joelmchale @NFLonFOX 나는 아직 지미가로뽀로을 내 머리에서 나갈 수 없습니다. 그것은 거의 3 주간 계속되고 있습니다. 감사합니다!	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-30555	@brooks_swaggysquad 의한 놀라운 live.ly 방송을보세요. # musically	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30620	내가 다음주에 일하러 때문에 수영 레슨을 보는 것이 마지막 이었다는 것을 오늘 알게 된 것은 기쁜 취침 시간에 도움이됩니다. # worstoneyet	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31018	@ LeeJarvis10 그가 웃고있는 것을 잊을 수 없습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30901	따뜻한 Jonza! 모든 내 친구와 추종자.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30107	그런데, 나는 당신이 오늘 나에게 미소를 입고 있습니다. \ n # 당신 # me # 스마일	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31054	@Gennneral는 제너럴 감사합니다! 당신은 생일의 생일을 그리워 그리워합니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30135	@LindseySanford @implemeasured 이것은 내가 기꺼이 간질입니다!	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30096	아마 지금까지 본 것 중 최고의 OT 기간이었습니다. 절대로 상쾌합니다. # WCH2016 # TeamNA	기쁨	3 : 높은 기쁨을 짐작할 수있다
