ID	Tweet	차원에 영향을	강도 클래스
2017-En-11526	당신은 저를 성가 걸었습니다 당신은 전혀 좋은 일을하지 않습니다. # furious	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11350	당신은 무엇을 wen UR 치트를 사랑합니까? 온 군은 분노 뒤에 감정을 이해하지 않는 일정이 기다리고있다 .. 당신은 무엇을하고 있습니까? @ ritujai18874	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-ja-11404	@Lowetide 하키 농담을위한 여지가 없습니다! 이 대회에 참가하는 팀을 만든 진지한 비즈니스입니다! # outrage	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11614	@atheist_taco @DrJillStein : ^) 그녀의 계급 사이에서 잘하면 블랙 청소년 샷과 하라무베 그들의 분노에 대해서도 마찬가지로 동의한다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-11351	@ brian5or6은 그것을 해제 바꾸자! 접근성 아래에있는 홈 버튼. \ n \ n 혁신 걱정 있었습니까? # 격노. # iphonePhoneHome	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10170	노트북의 화면에 주먹을 넣어 적이 있습니까? 그렇다면, 새로운 시간의 시간 lmao #rage #anger # hp	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11078	SR1 #outrage 다리 밖에있는 Big River를 플레이하고있는 Panpiper	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-40683	"당신이 거칠다면 걱정하지 마십시오! 나를 따라 인간은 곧 시원합니다!"# Bot	분노	0 : 분노는 추정 할 수없는
2017-En-40865	@spamvicious 나는 Candace 대신 Candice이라고 알려졌다. 그녀는 그녀가 나를 위해 좋아하는 모든 것을 토해내 수 있습니다 😍	분노	0 : 분노는 추정 할 수없는
2017-En-10570	#anger를 제어하는 ​​것은 이러한 #righteous 사람의 사인이 133-134 #reward # goodDeed & NBSP시 Surah 이무란 집에서 #Quran에서 #Paradise을 약속하고 있습니다. 분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-JA-10282	그리고 분명히 그는 스코틀랜드 억양을 갖게하고 있습니까? 나는 # 꺼져 있습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-40444	캔디스는 위대한 영국의 펀치에 끓는 내 머리를 👊🏻🙄	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11176	@ Remedy0_ 스위치 호스트 총알 분노.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-ja-30829	@ Casper10666 내가 당신에게 웃음이 없음을 보증하지만, 비용과 웨스트 민스터의 오만 분노를 늘립니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10545	@bismahmalik ..... 격노 준비가되어있는 것처럼 보인다 .....	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10671 & nbsp;기도 & amp; #Charlotte #rage #against # machines	싸우고있는 형제 자매의 보호 분노	0 : 분노는 추정 할 수없는
2017-En-11410	먹고, 동생을 데리러 차를 씻어 & amp; 마침내 집에 가서 모든 고속 & amp; 심각한 영화 🤘🏼	분노	0 : 분노는 추정 할 수없는
2017-En-10824	630am 미팅 올림픽 하우스 # 10golds24. # relentless # 믿는다 # 믿는다 # 믿는다 # 정착 # 심문 # going4 골드	분노	0 : 분노는 추정 할 수없는
2017-En-11021	@rohan_connolly 당신의 유명한 여성 동료 yhat의 범주에 속한다고 생각합니다 ... # massexodus	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10851	@CorningFootball IT의 게임 데이 !!!! T MINUS 14 : 30	분노	0 : 분노는 추정 할 수없는
2017-En-11022	@rohan_connolly 당신의 유명한 여성 동료 yhat의 범주에 들어간다고 생각합니다 ... #massexodus # bitter	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11051	당신은 2 시간 스냅을 열려 있으면 시간은 2 분입니다.	분노	0 : 분노는 추정 할 수없는
2017-En-41283	@ChrisWarcraft 종 cf. 돈 주니어 난민 / Skittles. 그가 식사를 좋아한다고 생각하지만, 인간을 먹기에 관하여 말함 @ gop는 흐려. # lizardscum	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11067	그런데, 고속 & amp; 코미디로 분류되지 않은 분노 영화? 🤔	분노	0 : 분노는 추정 할 수없는
2017-JA-10351	@TillTheEndMMVI 내 끓는 물을 버렸습니다 😫	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10642	1 개월 누군가의 bday와 나는 그들이 꽤 좋은 무언가를 과시하는 시간이라고 생각 # revenge	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11320	치과 의사는 내게 말했다 '나는 당신의 앞에 입술을 마비시키는거야, 그래서 당신은 피트 번즈 같은 입술을 가지고있는 것처럼 느낀다! ...... 그녀는 옳았다	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10084	그것은 실수로 절반 변명되었습니다. 지금 여기에서 나는 영원히 지옥에 불타고 있습니다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-40724	어쨌든 나는 성난 백인 남성이있는 차를 타고 있습니다. 내가 냉정하게있을 때 정말 재미있는 이야기가 있습니다.	분노	0 : 분노는 추정 할 수없는
2017-ja-10979	@XboxMAD @RobotBrush Ballmer는 화가 것이다. 다른 배송이 끊어졌습니다 ...	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10615	@ StarFlowerz17 @ DreamerAbe # bitter. Nicole와 Cory는 그녀가 쫓겨 난 이유입니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10659	최고의 복수는 대성공입니다. - 프랭크 시나트라	분노	0 : 분노는 추정 할 수없는
2017-En-11135	#ADP의 #ezlabor 웹 포털은 지금까지 사용한 적이 불만을 가지고 있던 SLOWEST 웹 응용 프로그램입니다!	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10240	@UnitedFrontRev @JuanDeznuts @LucidHurricane_ 성범죄는 모든 인종, 문화, 신념 & amp; 그들은 거세되어야합니다	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11406	Frisco, Tx로 Future Stars 쇼케이스에서 이번 주말에 이루어지고있다 Fury-Haney 선수 전원에게 행운을 빕니다. # KGB # G-town	분노	0 : 분노는 추정 할 수없는
2017-En-11565	제임스 : 아니오 500k, 아니 50k, 아니 25k, 아니 10k. 당신은 피곤했다. # bb18 # 출연자 니콜 투표하십시오.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10500	@ paulbushnell25 @EE 나쁜 소식이 온라인으로 주문 된 경우 나에게 일어난 적이 없어 전화로 주문해야했다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-40131	@HannahFJames 나는 끔찍 해요! 😭 캔디스와 그녀의 박수는 분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10809	오늘의 # DragRace # AllStars2 에피소드 GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya # bwahaha	분노	0 : 분노는 추정 할 수없는
2017-En-11336	나는 빠른 & amp; 심각한 도쿄 드리프트. Boutta 그것을 볼	분노	0 : 분노는 추정 할 수없는
2017-En-10652	나도 전혀 좋아하는 사람이 있습니다. 에리카, 조안나, 티파니, 시루리 할리 안쟈 (나머지 gc BC 주 내 캐릭터가 없어졌다!)	분노	0 : 분노는 추정 할 수없는
2017-En-41196	스테파노의 유령은 가짜 사랑의 부패한 경찰에 의해 살해 된 끔찍한 모욕을 반영하고 있습니다. # days	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11534	@lericoo 35. 당신은 건강하게 원한을 품고 있습니까?	분노	0 : 분노는 추정 할 수없는
2017-En-10440	@evanareteos :)) 지금은 abt 쓰기 tr :))에서 성산업의 변화하는 얼굴을 지금 남자는 나에게 말한다! # revenge	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11512	내 영혼 속에서 행복하고 참된 모든 것을 투영은 어떻게 지구상에서 독사의 새끼 뱀입니까? #patronus # adder	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-11182	당신의주의를 환기하려고하는 알코올 의존 자보다 재미 무서운 것은 없습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-JA-10233	당신이 피자를내는 것조차 했습니까? 심각한 실패 # 배고파 # 두려워 # 헝가리	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-ja-10179	@VodafoneUKhelp @VodafoneUK 와우! 내 법안은 44.77 파운드에서 그것을 증명하기 위해 u에서 텍스트가 있고 당신은 £ 148를 취한 !!!!! #swines #con!	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11471	이상 두통.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11540	나는 보관소 계집애처럼 보이는지, 아니면 재미없는 재미있는 것을 웃고있다. 거기에는 아무런 중간 지역도 없다고 생각한다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11398	@esraalajmy huff btwty😔	분노	0 : 분노는 추정 할 수없는
2017-En-10002	@ DPD_UK 나는 짐이 #poorcustomerservice #fuming 대신 픽업 상점에 배송되도록 요구했다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11178	내 뒤에 나를 짜증나게 시작했으며, 그것은 단지 약간 2시 19 분입니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10490	정부가 결정할 수없는 경우, 파키스탄과의 복수에 대해 여론을 가라. @aajtak @TimesNow @ narendramodi	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11628	@Apple는 ios10 업데이트에 감사하고 있습니다. 최고의 애플 리케이션에도, 테리구라무이 얼어 SE 충돌하고 말았습니다.	분노	0 : 분노는 추정 할 수없는
2017-En-10636	새로운 정신을 걷어 오는	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10533	@clarechampion @Westclarepage와 피터 당신의 라디오 조각은 볼에서 순수 클래스없는 거래, 아니 복수 총 균형 잡힌 프로! 👏👏👏	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11403	@tttinplay 좋다. 왜 연기가 있나요?	분노	0 : 분노는 추정 할 수없는
2017-En-10853	@ jaaames1993 말 그대로 웃음 폭발한다.	분노	0 : 분노는 추정 할 수없는
2017-ja-10505	이집트 당국자는 오바마 / 힐러리 정권의 무슬림 형제단의 지원에 대한 좌절과 분노를 표명했다. 분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11335	다만 범죄 시계를보고 어떤 질병의 섹스가 6 살에 닿는 이런 똥 내 연기를 만든다!	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10937	@ gayla_weeks1 나는 분노가 리뷰에 침투하지 않도록 노력하고 있습니다 만, 나는 그런 책에 자신의 시간을 낭비하는 것을 싫어하게 생각합니다. 시간은 소중합니다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10060	@ lynnew69 ​​이후 그는 다른 링크로 이동하면 통제 할 수없는 동물의 의지에 대해 이야기하고 있었다. 이러한 의견은 쓸모없는! # fuming	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10462	내 바구니 내가 나쁜 기분에 빠져있을 때 연습 전에 저를 자극합니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10909	나는 그녀의 깊은 바리톤의 잡음 속에서 내 그란 노래 Rawhide이 그립습니다.	분노	0 : 분노는 추정 할 수없는
2017-En-10034	@ bringyouhome2 나는 분노에 딱이지만, 그것은 공평하지	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-11647	Sherri Martel의 후반에 모욕합니다. 분노	0 : 분노는 추정 할 수없는
2017-En-11087	범죄는하지 않지만, 당신의 불평을 만들기 위해 크림을 사용하여 거기에있는 사람에게 ... COME ON. 스쿼트 가십시오.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11445	@ tomwilcox77 @mattgrime fuming	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10426	@healeyraine 나는 화가 나는 진짜로	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-JA-10764	괴로워하지 말아	분노	0 : 분노는 추정 할 수없는
2017-En-11532	#IndiaMissingIndira 그녀는 결코 카슈미르 문제를 해결할 수 없으며, Vote Bank \ n # TerrorStatePak 위해 꺼지지 않도록했습니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-40665	내가 말이 너무 사랑하고 천국에 있습니다.	분노	0 : 분노는 추정 할 수없는
2017-En-10318	나는 그가 큰 발있게 될지도 모른다고하는 것은 아니지만 자연의 생물 학자 아버지는 분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10474	포틀랜드의 인구를 개척하기위한 퍼즐 투자는 바로 코를 으쓱했다 : XLzjYhG	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11156	@ FoxNews # 가난 = #angry 다만 이렇게. 사람들에게 어떤 희망을 제공합니다! 나의 하나님, 누군가가 이것을보고 있습니까? #Education는 #elite위한 것은 아닙니다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10595	@TheDTSB @ trubble1127 @nflnetwork 나는 동의했지만 첫 번째 드라이브 후반 td 점수 후에, 분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-JA-10226	다만 @panerabread에서 치킨을 지불하고도 4 달러와 나는 고객으로	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-11317	틱은 내가 몸집 간비노처럼 보인다고 말했습니다. #insult 또는 # compliment	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10086	@hollyrobinson__ 제 2 부 - 멋진 스쿼시와 두 위해 울리고 있었다 - 이것은 내가 기대 한 것은 없습니다. #food #angry @coopuk @ coopukfood	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11442	@SouthernRailUK은 Streatham Cmn에서 Clap Junc & amp; 지금 열차는 9 분의 여행을위한 20 분 걸렸습니다. 읽어 두 열차를 놓쳤다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-JA-10255	@cc_yandian @ HillaryClinton 팀은 매일의 성격 때문에 모자에서 무승부해야합니다. # 도루도스 # 분노한 # 에이엣토 # 웃길 # 😂😂	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-11407	@MarkTOByrne 나는 @WholeFoods @amazon @ CheapAir 금 또는은을 제공했지만, 그들은 너라고 ... #bitcoin # snap	분노	2 : 적당한 양의 분노 추측 할 수있다
2017-En-11013	당신이 나를 화나게 @ Tansorma	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11543	@RossKemp +1을보고있다. 나는 화가 나서 남자와 함께 거기에서 똑바로 있던 것이다! # ExtremeWorld	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11313	내 강아지가 지금은 가장 바보 같은 소리를하고 있습니다. 분노	0 : 분노는 추정 할 수없는
2017-En-10035	놀라운 @BarclaysUK에 들어가 10 분 정도 걸립니다. 그리고 실수 있습니다. #feling # treatcustomersfairly	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10418	@AgentTinsley 난 당신이 정의의 분노라고 부르는 것이라고 생각합니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-11109	만취 한 Uber의 승객 $ 20 팁을 얻었습니다. 오늘은 25 달러의 주차권을 손에 넣었습니다. 나는 운명을 비난 하겠지만, 내 바보 같은 엉덩이 미터에 지불 잊어 버렸습니다.	분노	3 : 높은 분노가 추측 할 수있다
