ID＆nbsp; Tweet＆nbsp; ディメンションに影響する＆nbsp; 強度クラス
2017-ja-21481＆nbsp; 私の医者は父親の後ろから血を流して血を引くのを好んだ。懸念事項は素晴らしいですが、親切な針です：O＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-ja-21819＆nbsp; シーサイド＃オレゴンのWiFi / ISPリバーサイドスイートが何を使用しているのか分かりません。しかし、私が得ることができる最高の53ミリ秒のpingとD / Lテストは完了しません.. #terrible＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-20748＆nbsp; @ Gotham3〜子供のための酷使！トリックスのように。\ rHow試合はいくつかの完全な爆破された愛は、あなたがあなたのコアに深く震えるようになりますか？YES * = *＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20436＆nbsp; @MasterTomTheDom私は冬が嫌い、到着が怖いです。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-22162＆nbsp; 指が交差しました。今週金曜日、LIBで@Rauryを捕まえるのに十分早く私はすべての仕事を終えることができます。#timetogrind＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-21489＆nbsp; @Doubtism私は歴史や他の人々についてではない、私はあなたについてです。私は誰もいじめられませんでした。私は3つの投稿を作成し、＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20343＆nbsp; 第2ラウンド#panic #pcola＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-21515＆nbsp; @ ayeshashafique5私たちはパキスタンの内政を心配していません。しかし、それは国家＆amp; 経済政策。テロリズム。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20267＆nbsp; ルーニー！ああああ、こんにちは！恐ろしい🙈⚽️⚽️＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-ja-21102＆nbsp; 私の甘い王女が到着する準備ができています。今週の土曜日に私は彼に37週間おきます！#excited＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21398＆nbsp; #tulsa  - 警察の製造殺人...なぜバーナーを運ぶのだろうか？ -  MaxLevelz＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-JA-20988＆nbsp; 。@ SimonNRickettsご主人様が何であるかわからない場合、私はあなたに＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21473＆nbsp; 私は駐車センサーの唯一のもので、まだ物事に逆らっているのですか？＃夜間＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21575＆nbsp; @Gen_Ironicusのミュージシャンは、ハイウェイ69、真実のストーリーを交差する恐ろしい怖さを持っています。恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20901＆nbsp; 私は本当に恐怖のフェスティバルに行きたいです。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20374＆nbsp; 心はどこにあるの？私の小さな島を愛していますが、私の誕生都市はちょうど右＆amp; それについてあまりにも良い気がしていない私は＃不在＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-22092＆nbsp; @ salutetroyeあなたは愛らしい畏敬の念を見ます。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21129＆nbsp; シンプルですが、私はエスプレッソのグランデ、デカフ、130度の大豆アメリカーノ、2種類のエスプレッソを追加した後に追加のフォーム '#barista＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20589＆nbsp; あなたの窓が転がっていないときは、熱い車での怒りはひどいです。#gag #BresAdvice＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21881＆nbsp; 一度に1か所にいることを学び、一気にすべてを心配しないようにする必要があります。＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-21235＆nbsp; @britishairwaysのウェブサイトで休日のフライトを予約しようとすると、＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21157＆nbsp; 私の胃の中に蝶が行きます。#anxietyproblems＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-20804＆nbsp; @StephenKing \ n \ nStephen Kingは、出版社の世界で#FreeSpeechがどのように破壊されたかについて一度も話しませんでした。\ n \ n＃トランプ#scifi #ccot＃p2＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20681＆nbsp; #monsterはあなたが＆nbsp;を通して彼を見ると#monsterだけです。恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21186＆nbsp; アフガニスタン/＃パキスタン#tcotへの#Chelsea Bombing +＃Ahmad_Khan_Rahamiの旅行について最新のことを話す@ Varneyco / @ FoxBusinessについて 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-21627＆nbsp; あなたが野生の動物や敵対的な個人に直面しているときはいつでも、彼らは＃恐れているか、あなたのパンツを汲み取ることができるということを覚えておいてください。＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-ja-21901＆nbsp; マシンはビープ音を鳴らし続けます* \ n看護師：心配しないでください。あなたはすべて元気です。バイタルはあなたのサイズには正常です。\ n *戻って歩いてください。* \ nマット：あなたは死んでいるので....😑😂＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-22086＆nbsp; 信用の最大の兆候は、私にあなたのノートパソコンや電話を躊躇せずに提供することです。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21835＆nbsp; @caseycdutch @ m_rathこれは一部の暴動団がやっていることです 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21118＆nbsp; ＃写真を投稿すると＃開始する必要がありますか？＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-20741＆nbsp; 最後の皮肉なことは、共和党員 - フォックスニュースを見る可能性が高い - ニュースメディアをもっと信用していないということです。しかし、彼らはフォックスの嘘を見ることはできません！＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-22136＆nbsp; 私は#sufcのファンかもしれません。サッカーはおそらくたわごとかもしれませんが、#mufcのmarcos rojoは衝撃的なスタートを切っています。恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20558＆nbsp; 私は黒人女性が笑いや好きのためにインターネット上で白く絵を描いていることを嫌う。#BadForm #DidntLaugh＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20933＆nbsp; @eugenelaverty @WorldSBKすべてのベストモトGPは非常に才能のあるライダーを失っています。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21573＆nbsp; @addy_caylen私は彼女に私は彼女のBcと戦っていないと言った私はごみではないと彼女はtrynaが私を脅かすlmfao＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-20420＆nbsp; @LonelyGoomba英国の警官は介入を恐れる問題がある。したがってロザラムのような状況。だからもちろん、それは米国の警官によって小さく見えます。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21951＆nbsp; @ SurfaceSupport深く残念な経験。私は約2ドルを支払う$ 500 2製品の欠陥を救済する@Microsoftは私を販売した＃不規則な＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21101＆nbsp; ＃日の笑顔を始める\ n＃buviobby＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21346＆nbsp; ペニーは恐ろしい私の心の一部を切り開いた。＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-JA-20184＆nbsp; 誰かが私を目覚めさせる@Therealkissは2016のリミックスを 'Why'❗️b/ w #TerrenceCrutcher＃Election2016 #colinkapernick #terrorism＃riots this 2much＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-20927＆nbsp; ミルクシェイクを行うには＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20220＆nbsp; あなたはむしろ静かに座っているように、いつもラジオを回すような曲が1つあります。恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-21267＆nbsp; 午前4時から起きている。＃夜の眠りに戻って怖がっていた - 怖い気分になった＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-JA-20456＆nbsp; 私が私と友人だったら、私が彼らをいじめる金額で私は大いに嫌いです。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20830＆nbsp; @rkuuleiq恐怖は神の最高/獣の産物です。:)＃aTheism #theism #biBle＃クリスチャンシティー#hell＃天文#purgatory＃心理学#jesus＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21327＆nbsp; あなたに恥ずべき@SkyNewsが象が狩り殺されていることを示している、＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-22217＆nbsp; なぜ不安があなたのエネルギーの多くを枯渇させるのでしょうか？＃不安を抱きました。恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-En-22091＆nbsp; @billmaher @realDonaldTrumpは正しかった.2人は#radical #islamic #terrorに対して非常によく似た姿勢を持っている。オレンジ色の油を塗る時間。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21900＆nbsp; ＃あなたは今日、#loveか#fearへと#dadicateしますか？各＃モーメントの＃チョイスです。 - 大天使ミカエル。#archangel＃マイケル＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-22157＆nbsp; @ TheBadgerBoyは@Dailyecho #shockingで@SaintSkipper5に関する記事をチェックします。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20827＆nbsp; @UCSMindfulnessあまりにもありがとう！私たちはちょうど＃＃不安についての#releaseと呼ばれる別の#mindfulnessフィルムを完成しました -  plz共有！＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-22186＆nbsp; @christyfrink @stephenyeargin @El_Brandino私はかつてそれらを後ろに引っ張った。お勧めしません。＃スモック#panic＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-20477＆nbsp; @JogglingDroid @BrancoCarmine @Otto_Englishええ、#UKは非常に#bully＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20852＆nbsp; 今度は、#OurGirlが@BBCOneを開始するのを待っている間に、次の時間に何をするのですか？＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21054＆nbsp; 正直なところ、ジョージはそれに値する。彼は弱いです。#revolting＃90dayfiance＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20817＆nbsp; あなたはとても快適ですが、夜は寝ていて、いつも快適に過ごせない日は昼寝するのはなぜですか？恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21293＆nbsp; #DesignatedSurvivorがスムーズに移行した直後に、ローカルニュースに行くことになりました。'混沌！荒れ狂う火災！... '#media＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20035＆nbsp; 私は文字通りEKGが笑って揺れていました。＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-En-21580＆nbsp; @WestHamUtdなぜチケットのWebサイトはうまくいかないのですか？宮殿のチケットを購入しようとすると不可能で、エラーがあると言います。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20388＆nbsp; ＃キルドの投票は、トースターにナイフを刺すようなものです。#MakeAmericaGreatAgain＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21244＆nbsp; 最高の恐怖ではありませんが、私は不確実性が気に入っています。恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20257＆nbsp; @SadiqKhan＃テロリズムは、一体となったエテートでの生活の方法であってはならず、#islamがここに持って来るまでではありませんでした！#IslamExposed #islambacon＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-JA-21553＆nbsp; @ mylittlepwnies3 \ n＆gt; #terrorism coffee addict \ n＆gt; 猫、作家、芸術家、快楽派をブロックします。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21155＆nbsp; 私の懸念事項＆amp; 不安はあなたには関係ありませんし、私は賛成を返すでしょう。#EyeMatter＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-21178＆nbsp; はい。自分を強くしてください。私は朝に私の最初のパンをしようとします。私はオランダのオーブンを使用します。私は今生地を作るでしょう。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20953＆nbsp; @ 97_aleixは素晴らしいゲームを持っていて、まったく気にならない#MCFC＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21278＆nbsp; @BennyN_PRあなたの懸念が解決できるように援助が必要な場合は、あなたの情報をメールでお送りください。^ AP＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-22242＆nbsp; McDavidの離脱。Lundqvistには大差はない。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20276＆nbsp; @iSmashFizzleそれは私のすべての時間です。私は生姜キャンディー、ペパーミントオイル、シーバンドを常に運びます。恐れ＆nbsp; 1：低い量の恐怖が推測できる
